sitename,Month,Day,Year,pupcount,comments
Mitrofania,6,30,2011,2,NA
Mitrofania,6,23,2014,4,NA
Mitrofania,6,23,2014,4,NA
Mitrofania,6,30,2011,3,NA
Mitrofania,6,12,2004,1,SWFSC count from MF non-pup aerial survey photo
Nagai/Mountain Point,7,9,2013,0,NA
Nagai/Mountain Point,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Nagai/Mountain Point,7,9,2013,0,NA
Nagai/Rk W Of Cape Wedge,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Olga Rocks,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Olga Rocks Ne,7,9,2013,0,NA
Olga Rocks Ne,6,23,2014,0,NA
Olga Rocks Ne,7,9,2013,0,NA
Olga Rocks Ne,6,23,2014,0,NA
Olga Rocks Ne,7,1,2011,0,NA
Olga Rocks Ne,7,1,2011,0,NA
Olga Rocks Sw,7,9,2013,1,NA
Olga Rocks Sw,6,23,2014,5,NA
Olga Rocks Sw,6,23,2014,5,NA
Olga Rocks Sw,7,1,2011,1,NA
Olga Rocks Sw,7,1,2011,1,NA
Olga Rocks Sw,7,9,2013,1,NA
Omega,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Pinnacle Rock,7,4,1993,773,NA
Pinnacle Rock,6,29,2004,663,"Fadely field notes. Rt 680, kac 634, jwt 674. min 10 dead"
Pinnacle Rock,7,14,2009,699,Logs for checkcount
Pinnacle Rock,7,14,2009,705,Logs for checkcount
Pinnacle Rock,6,23,2014,715,NA
Pinnacle Rock,6,26,2000,634,Loughlin field book
Pinnacle Rock,7,9,2013,745,NA
Pinnacle Rock,6,99,1979,2748,changed 2013 to 2748 as in Calkins-Pitcher (8apr99
Pinnacle Rock,7,9,2013,740,NA
Pinnacle Rock,6,30,1998,639,checked to field book
Pinnacle Rock,7,1,1994,652,"""Strick et al, 1997"""
Pinnacle Rock,7,1,2011,739,NA
Pinnacle Rock,6,29,1978,615,"""Calkins et al, 1979 Annual Report (est from heli)"""
Pinnacle Rock,99,99,1984,2013,"""changed 2748 to 2013 8apr99, Calkins and Pitcher?"""
Pinnacle Rock,7,1,2011,757,5 dead pups
Pinnacle Rock,6,23,2014,714,NA
Pinnacle Rock,6,28,2009,497,To check to aerial photo count
Pinnacle Rock,6,28,2009,414,To check to aerial photo count
Pinnacle Rock,6,28,2009,472,To check to aerial photo count
Pinnacle Rock,6,12,2004,457,SWFSC count from MF non-pup aerial survey photo
Pinnacle Rock,6,28,2002,769,fadely field book
Pinnacle Rock,7,2,1991,794,"""845 in Merrick et al, 1992"""
Pinnacle Rock,6,25,2005,643,NA
Rock,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Sanak,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Sea Lion Rocks (Shumagins),6,30,2011,1,NA
Sea Lion Rocks (Shumagins),6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Sea Lion Rocks (Shumagins),6,30,2011,0,NA
Sea Lion Rocks (Shumagins),7,9,2013,0,NA
Sea Lion Rocks (Shumagins),6,23,2014,0,NA
Sea Lion Rocks (Shumagins),7,9,2013,0,NA
Sea Lion Rocks (Shumagins),6,23,2014,0,NA
Seal Cape,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
South Rocks,7,1,2011,71,1 dead pups
South Rocks,7,9,2013,63,NA
South Rocks,6,27,1978,30,"""Calkins et al, 1979 Annual Report"""
South Rocks,6,28,2009,60,Logs for checkcount
South Rocks,6,28,2009,60,Logs for checkcount
South Rocks,7,1,2011,70,NA
South Rocks,7,9,2005,44,NA
South Rocks,7,9,2013,64,NA
South Rocks,6,12,2004,34,SWFSC count from MF non-pup aerial survey photo
Sozavarika,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Spitz,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Spitz,6,23,2014,0,NA
Spitz,6,23,2014,0,NA
Sushilnoi Rocks,6,25,2005,12,NA
Sushilnoi Rocks,7,9,2013,12,NA
Sushilnoi Rocks,6,28,2009,34,Logs for checkcount
Sushilnoi Rocks,6,23,2014,63,NA
Sushilnoi Rocks,6,12,2004,16,SWFSC count from MF non-pup aerial survey photo
Sushilnoi Rocks,7,1,2011,28,NA
Sushilnoi Rocks,7,9,2013,12,NA
Sushilnoi Rocks,7,1,2011,26,NA
Sushilnoi Rocks,6,23,2014,61,NA
Sushilnoi Rocks,6,28,2009,35,Logs for checkcount
The Haystacks,6,29,2002,0,fadely field book & trip report
The Haystacks,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
The Haystacks,6,23,2014,1,NA
The Haystacks,7,9,2013,0,NA
The Haystacks,6,23,2014,1,NA
The Haystacks,7,9,2013,0,NA
The Whaleback,6,30,2011,53,NA
The Whaleback,6,27,2003,22,"testa field notes, PARTIAL COUNT OF LIVE PUPS"
The Whaleback,6,30,2011,52,NA
The Whaleback,6,23,2014,59,NA
The Whaleback,6,29,2002,16,fadely field book
The Whaleback,6,23,2014,57,NA
The Whaleback,6,23,2005,24,NA
The Whaleback,6,27,2000,12,Loughlin field book
The Whaleback,7,9,2013,62,NA
The Whaleback,6,12,2004,27,SWFSC count from MF non-pup aerial survey photo
The Whaleback,7,9,2013,60,NA
The Whaleback,6,28,2009,41,Logs for checkcount
The Whaleback,6,28,2009,40,Logs for checkcount
The Whaleback,6,27,2005,23,Gelatt fn one count
Twins,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Umga,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Unga/Acheredin Point,6,30,2011,0,NA
Unga/Acheredin Point,6,30,2011,0,NA
Unga/Acheredin Point,7,9,2013,0,NA
Unga/Acheredin Point,7,9,2013,0,NA
Unga/Acheredin Point,6,23,2014,0,NA
Unga/Acheredin Point,6,23,2014,0,NA
Unga/Acheredin Point,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Unga/Cape Unga,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Wosnesenski,7,9,2013,0,NA
Wosnesenski,7,9,2013,0,NA
Wosnesenski,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Wosnesenski,6,23,2014,0,NA
Wosnesenski,7,1,2011,0,NA
Wosnesenski,6,23,2014,0,NA
Wosnesenski,7,1,2011,0,NA
Adugak,7,4,1998,135,checked to field book
Adugak,7,3,2011,247,NA
Adugak,7,3,2011,252,8 dead pups
Adugak,6,28,1985,844,"""Merrick et al, 1987"""
Adugak,6,14,2004,149,SWFSC count from MF non-pup aerial survey photo
Adugak,6,28,2014,294,NA
Adugak,7,9,2005,185,NA
Adugak,6,25,1994,180,checked to field book
Adugak,6,19,2010,236,alittle early to use for annual pup production at this rookery
Adugak,6,25,2002,160,"Rod Towell - 157 live 4 dead, dave thompson 163 live 3 dead"
Adugak,7,6,1990,262,"""Merrick et al, 1991"""
Adugak,6,28,2014,294,NA
Adugak,6,24,2004,185,"Fadely field notes. Rt 182, tz 189, jwt 183. 7 dead"
Adugak,6,22,2000,153,Loughlin field book
Adugak,6,19,2010,247,alittle early to use for annual pup production at this rookery
Adugak,7,8,2009,278,Logs for checkcount
Adugak,7,8,2009,275,Logs for checkcount
Aiktak,6,25,2005,8,NA
Aiktak,6,14,2004,22,SWFSC count from MF non-pup aerial survey photo
Aiktak,7,10,2009,2,Logs for checkcount
Aiktak,7,4,2011,1,NA
Aiktak,6,27,2002,10,"field book says 9, report says 10"
Aiktak,6,28,2004,7,Fadely cruise report. No counts in field notes.
Aiktak,7,4,2011,2,1 dead pups
Aiktak,6,23,2014,7,NA
Aiktak,7,10,2009,2,Logs for checkcount
Aiktak,6,23,2014,7,NA
Akun/Akun Bay,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Akun/Akun Head,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Akun/Billings Head,7,2,1993,51,field notes
Akun/Billings Head,7,5,1991,64,"""63 in Merrick et al, 1992"""
Akun/Billings Head,6,26,2009,141,To check to aerial photo count
Akun/Billings Head,6,25,2002,55,fadely report + field book
Akun/Billings Head,7,3,1990,63,"""Merrick et al, 1991"""
Akun/Billings Head,6,26,2004,85,"Fadely field notes. Kac 86, rt 84, jts 86. 1 dead."
Akun/Billings Head,6,26,2009,148,To check to aerial photo count
Akun/Billings Head,7,3,2007,119,"checked vs gelatt field notes (elec) - cnts 113, 131, 112"
Akun/Billings Head,7,1,2015,139,Hex aerial image count
Akun/Billings Head,7,3,1998,56,checked to field book
Akun/Billings Head,6,25,1985,60,"""Merrick et al, 1987"""
Akun/Billings Head,6,30,2011,137,NA
Akun/Billings Head,6,30,2011,134,4 dead pups
Akun/Billings Head,7,1,2015,138,Hex aerial image count
Akun/Billings Head,6,23,2000,41,Loughlin field book
Akun/Billings Head,7,12,1994,69,checked to field book
Akun/Jackass Point,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Akutan/Battery Point,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Akutan/Cape Morgan,7,7,1992,558,"""556 in Sease et al, 1993,field notes?"""
Akutan/Cape Morgan,7,8,2009,677,Logs for checkcount
Akutan/Cape Morgan,6,23,2014,743,NA
Akutan/Cape Morgan,7,8,2009,699,Logs for checkcount
Akutan/Cape Morgan,6,22,2003,497,"loughlin and testa field notes, WT - 500, JS - 494, 13 dead"
Akutan/Cape Morgan,7,3,2010,736,NA
Akutan/Cape Morgan,7,3,1990,442,"""Merrick et al, 1991"""
Akutan/Cape Morgan,7,4,1998,505,checked to field book
Akutan/Cape Morgan,7,3,2010,723,NA
Akutan/Cape Morgan,7,4,2011,740,14 dead pups
Akutan/Cape Morgan,6,23,1994,631,checked to field book
Akutan/Cape Morgan,6,23,2014,752,NA
Akutan/Cape Morgan,6,27,1985,1130,"""Merrick et al, 1987"""
Akutan/Cape Morgan,6,26,2001,508,"June/July 2001 data book (TRL), 15 dead"
Akutan/Cape Morgan,6,25,2005,485,NA
Akutan/Cape Morgan,6,14,2004,480,SWFSC count from MF non-pup aerial survey photo
Akutan/Cape Morgan,6,22,2005,657,"Gelatt fn - KC 589, BD 689, TG 624, avg TG and BD"
Akutan/Cape Morgan,7,4,2011,727,NA
Akutan/Reef-Lava,7,8,2009,22,Logs for checkcount
Akutan/Reef-Lava,7,4,2011,21,NA
Akutan/Reef-Lava,6,15,2010,9,NA
Akutan/Reef-Lava,6,15,2010,10,NA
Akutan/Reef-Lava,6,14,2004,6,SWFSC count from MF non-pup aerial survey photo
Akutan/Reef-Lava,6,28,2014,21,NA
Akutan/Reef-Lava,7,1,2015,8,NA
Akutan/Reef-Lava,6,28,2014,21,NA
Akutan/Reef-Lava,7,8,2009,22,Logs for checkcount
Akutan/Reef-Lava,7,4,2011,21,NA
Amak+Rocks,6,26,2002,3,fadely trip report
Amak+Rocks,7,5,2011,0,NA
Amak+Rocks,6,23,2014,4,NA
Amak+Rocks,6,23,2014,4,NA
Amak+Rocks,6,24,2004,1,SWFSC count from MF non-pup aerial survey photo
Amak+Rocks,6,28,2009,1,Logs for checkcount
Amak+Rocks,7,5,2011,2,NA
Amak+Rocks,6,28,2009,1,Logs for checkcount
Avatanak/S,6,23,2014,0,Sitename NOT IN DB
Avatanak/S,6,23,2014,0,Sitename NOT IN DB
Avatanak/Se,6,28,2014,0,NEW SITE
Avatanak/Se,6,28,2014,0,NEW SITE
Baby,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Basalt Rock,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Bogoslof/Fire Island,6,25,2004,278,"Fadely field notes. Kac 277, jwt 279 other counts discarded. 7 dead."
Bogoslof/Fire Island,7,14,1985,1109,"""Merrick et al, 1987"""
Bogoslof/Fire Island,7,8,2009,283,Logs for checkcount
Bogoslof/Fire Island,7,3,2011,322,NA
Bogoslof/Fire Island,6,29,1993,322,NA
Bogoslof/Fire Island,7,8,2009,280,Logs for checkcount
Bogoslof/Fire Island,6,19,2010,337,alittle early to use for annual pup production at this rookery
Bogoslof/Fire Island,7,5,1990,461,"""Merrick et al, 1991"""
Bogoslof/Fire Island,6,28,1991,501,"""Merrick et al, 1992"""
Bogoslof/Fire Island,7,5,1998,220,checked to field book
Bogoslof/Fire Island,7,5,1997,281,checked to field book
Bogoslof/Fire Island,6,28,2014,336,NA
Bogoslof/Fire Island,6,22,2000,249,Loughlin field book
Bogoslof/Fire Island,6,19,2010,328,alittle early to use for annual pup production at this rookery
Bogoslof/Fire Island,7,3,2011,324,7 dead pups
Bogoslof/Fire Island,7,15,1979,914,"""Fiscus et al, 1981"""
Bogoslof/Fire Island,6,22,1995,282,checked to field book
Bogoslof/Fire Island,6,23,2004,217,SWFSC count from MF non-pup aerial survey photo
Bogoslof/Fire Island,6,29,1973,2328,"""Byrd et al, 1980"""
Bogoslof/Fire Island,7,22,1989,358,"""Loughlin et al, 1990 but 381 Loughlin et al, 1992"""
Bogoslof/Fire Island,6,23,2005,225,NA
Bogoslof/Fire Island,7,9,2002,180,"trl 155, 148; dt 159, 156;  + trl 25"
Bogoslof/Fire Island,6,28,2014,338,NA
Egg,7,3,2010,0,NA
Egg,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Egg,6,28,2014,0,NA
Egg,7,3,2010,0,NA
Egg,7,8,2013,0,NA
Egg,6,28,2014,0,NA
Egg/Se Tip,6,28,2014,0,Sitename NOT IN DB
Egg/Se Tip,6,28,2014,0,Sitename NOT IN DB
Emerald,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Inner Signal,7,8,2013,0,NA
Inner Signal,7,3,2010,0,NA
Inner Signal,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Inner Signal,7,3,2010,0,NA
Inner Signal,6,28,2014,0,NA
Inner Signal,6,28,2014,0,NA
Kaligagan,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Ogchul,7,13,1985,172,"""Merrick et al, 1987"""
Ogchul,6,25,2001,47,"part RT small book, part TRL count from Tiglax"
Ogchul,6,21,2005,65,"Gelatt field notes, KC 55, BD 53 + 11 skiff count, ave + 11"
Ogchul,7,3,2011,109,NA
Ogchul,6,24,1994,94,checked to field book
Ogchul,6,14,2004,43,SWFSC count from MF non-pup aerial survey photo
Ogchul,7,9,2005,78,NA
Ogchul,7,5,1998,42,checked to field book
Ogchul,6,21,2003,69,"K. Call field book, kc - 57,56  cj - 55, 55,, kc - 12,12 cj - 12, 13 (56+13), 1 dead"
Ogchul,6,28,2014,131,NA
Ogchul,7,3,2011,109,NA
Ogchul,7,3,2010,116,NA
Ogchul,7,3,2010,117,NA
Ogchul,7,8,2009,91,Logs for checkcount
Ogchul,7,8,2009,89,Logs for checkcount
Ogchul,6,28,2014,130,NA
Old Man Rocks,7,8,2013,3,NA
Old Man Rocks,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Old Man Rocks,7,1,2011,0,NA
Old Man Rocks,7,1,2011,0,NA
Old Man Rocks,6,28,2014,0,NA
Old Man Rocks,6,19,2010,2,NA
Old Man Rocks,6,19,2010,2,NA
Old Man Rocks,6,28,2014,0,NA
Outer Signal,7,8,2013,0,NA
Outer Signal,7,3,2010,0,NA
Outer Signal,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Outer Signal,7,3,2010,0,NA
Polivnoi Rock,7,3,2010,0,NA
Polivnoi Rock,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Polivnoi Rock,7,3,2010,0,NA
Polivnoi Rock,7,3,2011,0,NA
Polivnoi Rock,6,28,2014,0,NA
Polivnoi Rock,7,3,2011,0,NA
Polivnoi Rock,6,28,2014,0,NA
Rootok,6,14,2004,1,SWFSC count from MF non-pup aerial survey photo
Rootok/East,6,23,2014,0,NA
Rootok/East,6,23,2014,0,NA
Rootok/North,6,23,2014,0,NA
Rootok/North,6,23,2014,0,NA
Samalga,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Sea Lion Rock (Amak),6,23,2014,190,NA
Sea Lion Rock (Amak),6,23,2005,158,NA
Sea Lion Rock (Amak),7,5,2011,199,NA
Sea Lion Rock (Amak),7,14,2009,182,Logs for checkcount
Sea Lion Rock (Amak),6,27,2004,185,"Fadely field notes. Jts 191&188, jwt 171&177, tz 194&189. 4 dead"
Sea Lion Rock (Amak),7,14,2009,188,Logs for checkcount
Sea Lion Rock (Amak),6,14,2010,152,alittle early to use for annual pup production at this rookery
Sea Lion Rock (Amak),7,5,2011,201,3 dead pups
Sea Lion Rock (Amak),6,23,2014,180,NA
Sea Lion Rock (Amak),6,26,2002,160,fadely field book
Sea Lion Rock (Amak),7,1,1998,134,checked to field book
Sea Lion Rock (Amak),6,24,2004,177,SWFSC count from MF non-pup aerial survey photo
Sea Lion Rock (Amak),6,14,2010,156,alittle early to use for annual pup production at this rookery
Tanginak,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Tanginak,6,28,2014,0,NA
Tanginak,6,28,2014,0,NA
The Pillars,6,28,2014,1,NA
The Pillars,7,3,2011,1,NA
The Pillars,7,6,2013,1,NA
The Pillars,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
The Pillars,7,3,2011,1,NA
The Pillars,7,3,2010,1,NA
The Pillars,7,3,2010,1,NA
The Pillars,6,28,2014,1,NA
Tigalda/Rocks Ne,6,23,2014,0,NA
Tigalda/Rocks Ne,6,14,2004,4,SWFSC count from MF non-pup aerial survey photo
Tigalda/Rocks Ne,7,4,2011,0,NA
Tigalda/Rocks Ne,7,9,2009,0,Logs for checkcount
Tigalda/Rocks Ne,6,23,2014,0,NA
Tigalda/Rocks Ne,7,9,2009,0,Logs for checkcount
Tigalda/Rocks Ne,7,4,2011,0,NA
Tigalda/South Side,6,23,2014,1,NA
Tigalda/South Side,7,1,2011,0,NA
Tigalda/South Side,7,1,2011,0,NA
Tigalda/South Side,6,14,2004,5,SWFSC count from MF non-pup aerial survey photo
Tigalda/South Side,6,23,2014,1,NA
Ugamak Complex,6,24,1985,1635,"""Merrick et al, 1987, Ugamak only """
Ugamak Complex,6,27,1996,706,"""checked to field book,27 (S) 29 (N) June, Ugamak only"""
Ugamak Complex,7,17,1994,574,"""checked to field book, Ugamak only"""
Ugamak Complex,99,99,1986,1386,"""field book (rt 7/99) + Merrick et al, 1987, Ugamak only"""
Ugamak Complex,7,4,1991,813,"""811 in Merrick et al, 1992, Ugamak only"""
Ugamak Complex,7,2,1998,558,"""checked to field book, Ugamak only"""
Ugamak Complex,7,7,1997,589,"""Sease & Loughlin, 1999, Ugamak only"""
Ugamak Complex,7,99,1989,434,"""Loughlin et al, 1992, Ugamak only"""
Ugamak Complex,6,30,1990,847,"""851 in AKCOUNT-edited 5/1/96 as typo, Ugamak only"""
Ugamak Complex,7,3,1993,711,Ugamak only
Ugamak/North,7,4,2011,486,NA
Ugamak/North,7,9,2009,517,Logs for checkcount
Ugamak/North,6,14,2004,319,SWFSC count from MF non-pup aerial survey photo
Ugamak/North,6,23,2014,407,NA
Ugamak/North,6,25,2003,352,"louglin field notes, BD - 357, JS - 348 , 12 dead"
Ugamak/North,7,4,2011,482,10 dead pups
Ugamak/North,6,25,2005,404,NA
Ugamak/North,6,27,2001,298,"June/July 2001 data book (TRL), 7 dead"
Ugamak/North,6,23,2005,426,"Gelatt fn - WT 381, KC 426, BD 426, drop WT avg KC&BD"
Ugamak/North,6,23,2014,398,NA
Ugamak/North,7,9,2009,506,Logs for checkcount
Ugamak/Round,7,9,2009,73,Logs for checkcount
Ugamak/Round,6,27,2002,6,fadely field book
Ugamak/Round,7,9,2009,69,Logs for checkcount
Ugamak/Round,6,28,2001,16,June/July 2001 data book (TRL)
Ugamak/Round,6,23,2014,162,NA
Ugamak/Round,7,4,2011,151,NA
Ugamak/Round,6,28,2004,27,Fadely cruise report. No individ counts. 1 dead.
Ugamak/Round,6,25,2000,15,Loughlin field book
Ugamak/Round,6,25,2005,44,NA
Ugamak/Round,6,23,2014,159,NA
Ugamak/Round,6,24,2005,45,Gelatt fn - one count
Ugamak/Round,6,14,2004,34,SWFSC count from MF non-pup aerial survey photo
Ugamak/Round,7,4,2011,157,NA
Ugamak/Round,6,25,2003,39,"loughlin trip report, looking for verification, BD count + 1 dead"
Ugamak/Ugamak Bay,7,5,2011,332,NA
Ugamak/Ugamak Bay,6,28,2001,256,"June/July 2001 data book (TRL), 11 dead"
Ugamak/Ugamak Bay,6,24,2003,295,"loughlin field notes, count by field camper Heidi, prior to beach landing"
Ugamak/Ugamak Bay,7,9,2009,322,Logs for checkcount
Ugamak/Ugamak Bay,6,23,2014,242,NA
Ugamak/Ugamak Bay,6,24,2005,298,"Gelatt fn - kc 285, wt 318, bd 292 ave all"
Ugamak/Ugamak Bay,6,23,2014,241,NA
Ugamak/Ugamak Bay,7,9,2009,331,Logs for checkcount
Ugamak/Ugamak Bay,6,14,2004,235,SWFSC count from MF non-pup aerial survey photo
Ugamak/Ugamak Bay,6,25,2005,239,NA
Ugamak/Ugamak Bay,7,5,2011,330,9 dead pups
Umnak/Cape Aslik,6,28,2014,2,NA
Umnak/Cape Aslik,7,3,2011,0,NA
Umnak/Cape Aslik,7,3,2011,0,NA
Umnak/Cape Aslik,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Umnak/Cape Aslik,6,28,2014,2,NA
Unalaska/Bishop Point,6,20,2003,2,Testa brand resight form
Unalaska/Bishop Point,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Unalaska/Bishop Point,7,3,2015,1,NA
Unalaska/Bishop Point,7,1,2009,0,Logs for checkcount
Unalaska/Bishop Point,7,1,2009,0,Logs for checkcount
Unalaska/Bishop Point,7,3,2011,1,NA
Unalaska/Bishop Point,6,28,2014,3,NA
Unalaska/Bishop Point,6,19,2010,1,NA
Unalaska/Bishop Point,6,19,2010,2,NA
Unalaska/Bishop Point,6,28,2014,3,NA
Unalaska/Bishop Point,7,3,2011,1,NA
Unalaska/Cape Izigan,7,9,2005,21,NA
Unalaska/Cape Izigan,7,4,2011,34,NA
Unalaska/Cape Izigan,6,28,2014,42,NA
Unalaska/Cape Izigan,7,3,2010,41,NA
Unalaska/Cape Izigan,7,8,2009,30,Logs for checkcount
Unalaska/Cape Izigan,7,3,2010,41,NA
Unalaska/Cape Izigan,7,4,2011,34,NA
Unalaska/Cape Izigan,6,28,2014,41,NA
Unalaska/Cape Izigan,7,8,2009,28,Logs for checkcount
Unalaska/Cape Izigan,6,14,2004,18,SWFSC count from MF non-pup aerial survey photo
Unalaska/Cape Izigan,6,21,2003,20,"loughlin trip report 2003, Testa notes 0 pups, JRT reports 20 pups during capture attempt, whole sight was NOT counted"
Unalaska/Cape Sedanka,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Unalaska/Cape Starichkof,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Unalaska/Cape Wislow,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Unalaska/Kovrizhka,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Unalaska/Makushin Bay,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Unalaska/Priest Rock,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Unalaska/Priest Rock,6,23,2014,0,NA
Unalaska/Priest Rock,6,23,2014,0,NA
Unalaska/Spray Cape,6,28,2014,1,NA
Unalaska/Spray Cape,6,28,2014,1,NA
Unalaska/Spray Cape,6,23,2004,0,SWFSC count from MF non-pup aerial survey photo
Unalaska/W Of Makushin Bay,6,28,2014,0,NA
Unalaska/W Of Makushin Bay,6,28,2014,0,Sitename NOT IN DB
Unalaska/Whalebone Cape,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Unimak/Cape Lazaref,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Unimak/Cape Lutke,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Unimak/Cape Sarichef,6,23,2014,0,NA
Unimak/Cape Sarichef,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Unimak/Cape Sarichef,6,23,2014,0,NA
Unimak/Oksenof Point,7,10,2009,6,logs for chkcnt combined with photo count south of Oksenof point (6)
Unimak/Oksenof Point,7,10,2009,6,logs for chkcnt combined with photo count south of Oksenof point (6)
Unimak/Oksenof Point,7,5,2011,0,NA
Unimak/Oksenof Point,7,5,2011,1,NA
Unimak/S Of Oksenof Point,6,23,2014,1,NA
Unimak/S Of Oksenof Point,6,23,2014,1,Sitename NOT IN DB
Unimak/Scotch Cap,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Unimak/Sennett Point,6,12,2004,0,SWFSC count from MF non-pup aerial survey photo
Vsevidof,7,3,2011,0,NA
Vsevidof,7,3,2010,0,NA
Vsevidof,6,28,2014,0,NA
Vsevidof,6,28,2014,0,NA
Vsevidof,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Vsevidof,7,3,2011,0,NA
Vsevidof,7,3,2010,0,NA
Vsevidof,7,6,2013,0,NA
Adak,7,2,1994,327,"""checked to field book, prior name was c yakak/lake pt"""
Adak,6,30,1998,340,"""checked to field book, prior name was c yakak/lake pt"""
Adak,7,2,1985,558,"""Merrick et al, 1987, prior name was c yakak/lake pt"""
Adak,7,11,1990,137,"""Merrick et al, 1991, prior name was c yakak/lake pt"""
Adak/Argonne Point,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Adak/Argonne Point,6,24,2010,0,NA
Adak/Argonne Point,6,24,2010,0,NA
Adak/Cape Kagigikak,6,30,2014,4,NEW SITE
Adak/Cape Kagigikak,6,30,2014,4,NEW SITE
Adak/Cape Moffet,6,15,2004,0,SWFSC count from MF non-pup aerial survey photo
Adak/Cape Yakak,6,29,2002,0,"skiffed around area, juvs and males only"
Adak/Cape Yakak,6,30,2014,0,NA
Adak/Cape Yakak,6,30,2014,0,NA
Adak/Cape Yakak,7,11,2011,0,NA
Adak/Cape Yakak,7,11,2011,0,NA
Adak/Cape Yakak,6,24,2010,2,NA
Adak/Cape Yakak,6,15,2004,10,SWFSC count from MF non-pup aerial survey photo
Adak/Cape Yakak,6,21,2004,4,Fadely field notes
Adak/Cape Yakak,6,24,2010,2,NA
Adak/Cape Yakak,7,4,2009,0,Logs for checkcount
Adak/Cape Yakak,7,4,2009,0,Logs for checkcount
Adak/Cape Yakak,7,8,2005,0,NA
Adak/Crone Island,6,30,2014,0,NA
Adak/Crone Island,6,25,2010,0,NA
Adak/Crone Island,6,25,2010,0,NA
Adak/Crone Island,6,14,2004,0,SWFSC count from MF non-pup aerial survey photo
Adak/Crone Island,6,30,2014,0,NA
Adak/Lake Point,6,15,2004,350,SWFSC count from MF non-pup aerial survey photo
Adak/Lake Point,6,30,2014,253,NA
Adak/Lake Point,7,4,2009,337,Logs for checkcount
Adak/Lake Point,6,24,2010,323,NA
Adak/Lake Point,6,29,2002,363,"rt 387 live 5 dead, dt 339 live"
Adak/Lake Point,6,24,2010,314,NA
Adak/Lake Point,7,11,2011,305,NA
Adak/Lake Point,7,4,2009,340,Logs for checkcount
Adak/Lake Point,7,8,2005,311,NA
Adak/Lake Point,7,11,2011,314,4 dead pups
Adak/Lake Point,6,30,1979,20,"""Fiscus et al, 1981 (rt added 7/99)"""
Adak/Lake Point,6,30,2014,247,NA
Agligadak,7,9,2014,0,NA
Agligadak,7,9,2011,0,NA
Agligadak,7,9,2005,0,NA
Agligadak,6,22,2004,2,"Fadely field notes, counters BF, TZ and DH (skiff count?)"
Agligadak,7,9,2011,0,NA
Agligadak,7,7,2009,0,Logs for checkcount
Agligadak,7,9,2014,0,NA
Agligadak,7,2,1998,0,checked to field book
Agligadak,6,25,2010,1,NA
Agligadak,7,8,1990,0,"""Merrick et al, 1991"""
Agligadak,6,25,2010,1,NA
Agligadak,7,7,2009,0,Logs for checkcount
